method_id,method,output_metric,rank,input_source,input,parameter_key,spearman_correlation,absolute_correlation
facial_age_estimation,Facial age estimation,centralized_records_at_risk,1,method,record_retention_years,methods.facial_age_estimation.record_retention_years,0.6862317004506527,0.6862317004506527
facial_age_estimation,Facial age estimation,centralized_records_at_risk,2,method,records_per_identity_proof,methods.facial_age_estimation.records_per_identity_proof,0.6159862478671305,0.6159862478671305
facial_age_estimation,Facial age estimation,centralized_records_at_risk,3,method,centralized_record_fraction,methods.facial_age_estimation.centralized_record_fraction,0.28364090034344036,0.28364090034344036
facial_age_estimation,Facial age estimation,centralized_records_at_risk,4,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.1263339932232376,0.1263339932232376
facial_age_estimation,Facial age estimation,centralized_records_at_risk,5,method,identity_proofing_rate,methods.facial_age_estimation.identity_proofing_rate,0.02863854130572742,0.02863854130572742
facial_age_estimation,Facial age estimation,centralized_records_at_risk,6,method,verification_check_rate,methods.facial_age_estimation.verification_check_rate,0.02369722124445489,0.02369722124445489
facial_age_estimation,Facial age estimation,centralized_records_at_risk,7,method,biometric_scans_per_identity_proof,methods.facial_age_estimation.biometric_scans_per_identity_proof,-0.009792639113549056,0.009792639113549056
facial_age_estimation,Facial age estimation,centralized_records_at_risk,8,method,minor_detection_rate,methods.facial_age_estimation.minor_detection_rate,-0.007219582983943833,0.007219582983943833
facial_age_estimation,Facial age estimation,centralized_records_at_risk,9,method,adult_false_rejection_rate,methods.facial_age_estimation.adult_false_rejection_rate,-0.007043819375649528,0.007043819375649528
facial_age_estimation,Facial age estimation,centralized_records_at_risk,10,scenario,minor_share,scenario.minor_share,0.006034188618157676,0.006034188618157676
facial_age_estimation,Facial age estimation,centralized_records_at_risk,11,method,variable_cost_per_identity_proof,methods.facial_age_estimation.variable_cost_per_identity_proof,0.003441023275904409,0.003441023275904409
facial_age_estimation,Facial age estimation,centralized_records_at_risk,12,method,higher_friction_abandonment_multiplier,methods.facial_age_estimation.higher_friction_abandonment_multiplier,-0.0034241277222016517,0.0034241277222016517
facial_age_estimation,Facial age estimation,centralized_records_at_risk,13,method,catastrophic_exposure_fraction,methods.facial_age_estimation.catastrophic_exposure_fraction,0.0033431841754492744,0.0033431841754492744
facial_age_estimation,Facial age estimation,centralized_records_at_risk,14,method,third_party_disclosures_per_identity_proof,methods.facial_age_estimation.third_party_disclosures_per_identity_proof,-0.0026484093102753636,0.0026484093102753636
facial_age_estimation,Facial age estimation,centralized_records_at_risk,15,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,-0.002162866887265147,0.002162866887265147
facial_age_estimation,Facial age estimation,centralized_records_at_risk,16,method,fixed_annual_cost,methods.facial_age_estimation.fixed_annual_cost,0.0015502958754681183,0.0015502958754681183
facial_age_estimation,Facial age estimation,centralized_records_at_risk,17,method,catastrophic_breach_probability,methods.facial_age_estimation.catastrophic_breach_probability,0.0014518154409647265,0.0014518154409647265
facial_age_estimation,Facial age estimation,centralized_records_at_risk,18,method,variable_cost_per_check,methods.facial_age_estimation.variable_cost_per_check,0.0012135757225014304,0.0012135757225014304
facial_age_estimation,Facial age estimation,centralized_records_at_risk,19,method,higher_friction_false_rejection_multiplier,methods.facial_age_estimation.higher_friction_false_rejection_multiplier,0.0007487617383475047,0.0007487617383475047
facial_age_estimation,Facial age estimation,centralized_records_at_risk,20,method,minor_substitution_rate,methods.facial_age_estimation.minor_substitution_rate,0.0004950088612860036,0.0004950088612860036
facial_age_estimation,Facial age estimation,centralized_records_at_risk,21,method,annual_breach_probability,methods.facial_age_estimation.annual_breach_probability,0.0003381361431752545,0.0003381361431752545
facial_age_estimation,Facial age estimation,centralized_records_at_risk,22,method,minor_circumvention_rate,methods.facial_age_estimation.minor_circumvention_rate,-0.0002536729921014692,0.0002536729921014692
facial_age_estimation,Facial age estimation,centralized_records_at_risk,23,method,adult_abandonment_rate,methods.facial_age_estimation.adult_abandonment_rate,0.00024070538908828218,0.00024070538908828218
facial_age_estimation,Facial age estimation,expected_records_exposed,1,method,record_retention_years,methods.facial_age_estimation.record_retention_years,0.6065279465068032,0.6065279465068032
facial_age_estimation,Facial age estimation,expected_records_exposed,2,method,records_per_identity_proof,methods.facial_age_estimation.records_per_identity_proof,0.5495413689346326,0.5495413689346326
facial_age_estimation,Facial age estimation,expected_records_exposed,3,method,annual_breach_probability,methods.facial_age_estimation.annual_breach_probability,0.4257089974715316,0.4257089974715316
facial_age_estimation,Facial age estimation,expected_records_exposed,4,method,centralized_record_fraction,methods.facial_age_estimation.centralized_record_fraction,0.2539037507657215,0.2539037507657215
facial_age_estimation,Facial age estimation,expected_records_exposed,5,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.11421218735941288,0.11421218735941288
facial_age_estimation,Facial age estimation,expected_records_exposed,6,method,catastrophic_breach_probability,methods.facial_age_estimation.catastrophic_breach_probability,0.08563759105620704,0.08563759105620704
facial_age_estimation,Facial age estimation,expected_records_exposed,7,method,catastrophic_exposure_fraction,methods.facial_age_estimation.catastrophic_exposure_fraction,0.03185951321930381,0.03185951321930381
facial_age_estimation,Facial age estimation,expected_records_exposed,8,method,identity_proofing_rate,methods.facial_age_estimation.identity_proofing_rate,0.025291012595268406,0.025291012595268406
facial_age_estimation,Facial age estimation,expected_records_exposed,9,method,verification_check_rate,methods.facial_age_estimation.verification_check_rate,0.021174329665749735,0.021174329665749735
facial_age_estimation,Facial age estimation,expected_records_exposed,10,method,biometric_scans_per_identity_proof,methods.facial_age_estimation.biometric_scans_per_identity_proof,-0.007463118092937248,0.007463118092937248
facial_age_estimation,Facial age estimation,expected_records_exposed,11,method,variable_cost_per_identity_proof,methods.facial_age_estimation.variable_cost_per_identity_proof,0.00578934949268374,0.00578934949268374
facial_age_estimation,Facial age estimation,expected_records_exposed,12,method,adult_false_rejection_rate,methods.facial_age_estimation.adult_false_rejection_rate,-0.005507763861211106,0.005507763861211106
facial_age_estimation,Facial age estimation,expected_records_exposed,13,method,minor_detection_rate,methods.facial_age_estimation.minor_detection_rate,-0.004882181504096873,0.004882181504096873
facial_age_estimation,Facial age estimation,expected_records_exposed,14,method,fixed_annual_cost,methods.facial_age_estimation.fixed_annual_cost,0.003581121867256449,0.003581121867256449
facial_age_estimation,Facial age estimation,expected_records_exposed,15,scenario,minor_share,scenario.minor_share,0.0035093496615957397,0.0035093496615957397
facial_age_estimation,Facial age estimation,expected_records_exposed,16,method,higher_friction_abandonment_multiplier,methods.facial_age_estimation.higher_friction_abandonment_multiplier,-0.003413722193109489,0.003413722193109489
facial_age_estimation,Facial age estimation,expected_records_exposed,17,method,higher_friction_false_rejection_multiplier,methods.facial_age_estimation.higher_friction_false_rejection_multiplier,0.002274735248109894,0.002274735248109894
facial_age_estimation,Facial age estimation,expected_records_exposed,18,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.0021159461155983786,0.0021159461155983786
facial_age_estimation,Facial age estimation,expected_records_exposed,19,method,third_party_disclosures_per_identity_proof,methods.facial_age_estimation.third_party_disclosures_per_identity_proof,-0.0019308992559403596,0.0019308992559403596
facial_age_estimation,Facial age estimation,expected_records_exposed,20,method,adult_abandonment_rate,methods.facial_age_estimation.adult_abandonment_rate,0.0016627756006971106,0.0016627756006971106
facial_age_estimation,Facial age estimation,expected_records_exposed,21,method,variable_cost_per_check,methods.facial_age_estimation.variable_cost_per_check,-0.0013408384742003355,0.0013408384742003355
facial_age_estimation,Facial age estimation,expected_records_exposed,22,method,minor_substitution_rate,methods.facial_age_estimation.minor_substitution_rate,0.0007191163226876467,0.0007191163226876467
facial_age_estimation,Facial age estimation,expected_records_exposed,23,method,minor_circumvention_rate,methods.facial_age_estimation.minor_circumvention_rate,0.0006541576867896631,0.0006541576867896631
facial_age_estimation,Facial age estimation,total_annual_cost,1,method,fixed_annual_cost,methods.facial_age_estimation.fixed_annual_cost,0.9833664834738586,0.9833664834738586
facial_age_estimation,Facial age estimation,total_annual_cost,2,method,variable_cost_per_identity_proof,methods.facial_age_estimation.variable_cost_per_identity_proof,0.14003815688596727,0.14003815688596727
facial_age_estimation,Facial age estimation,total_annual_cost,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.07266971492013989,0.07266971492013989
facial_age_estimation,Facial age estimation,total_annual_cost,4,method,variable_cost_per_check,methods.facial_age_estimation.variable_cost_per_check,0.055181174463064475,0.055181174463064475
facial_age_estimation,Facial age estimation,total_annual_cost,5,method,verification_check_rate,methods.facial_age_estimation.verification_check_rate,0.014342206072488883,0.014342206072488883
facial_age_estimation,Facial age estimation,total_annual_cost,6,method,minor_detection_rate,methods.facial_age_estimation.minor_detection_rate,0.013077863855663147,0.013077863855663147
facial_age_estimation,Facial age estimation,total_annual_cost,7,method,adult_false_rejection_rate,methods.facial_age_estimation.adult_false_rejection_rate,0.0071442461848097,0.0071442461848097
facial_age_estimation,Facial age estimation,total_annual_cost,8,method,identity_proofing_rate,methods.facial_age_estimation.identity_proofing_rate,0.006354597730317839,0.006354597730317839
facial_age_estimation,Facial age estimation,total_annual_cost,9,method,higher_friction_false_rejection_multiplier,methods.facial_age_estimation.higher_friction_false_rejection_multiplier,0.004501727589000691,0.004501727589000691
facial_age_estimation,Facial age estimation,total_annual_cost,10,method,annual_breach_probability,methods.facial_age_estimation.annual_breach_probability,0.003783138608329256,0.003783138608329256
facial_age_estimation,Facial age estimation,total_annual_cost,11,method,third_party_disclosures_per_identity_proof,methods.facial_age_estimation.third_party_disclosures_per_identity_proof,-0.003732765450485106,0.003732765450485106
facial_age_estimation,Facial age estimation,total_annual_cost,12,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,-0.0032857266362582914,0.0032857266362582914
facial_age_estimation,Facial age estimation,total_annual_cost,13,method,biometric_scans_per_identity_proof,methods.facial_age_estimation.biometric_scans_per_identity_proof,-0.002959288014655715,0.002959288014655715
facial_age_estimation,Facial age estimation,total_annual_cost,14,method,records_per_identity_proof,methods.facial_age_estimation.records_per_identity_proof,0.0029129821263491934,0.0029129821263491934
facial_age_estimation,Facial age estimation,total_annual_cost,15,scenario,minor_share,scenario.minor_share,0.0028465561900666222,0.0028465561900666222
facial_age_estimation,Facial age estimation,total_annual_cost,16,method,adult_abandonment_rate,methods.facial_age_estimation.adult_abandonment_rate,0.002342764678921106,0.002342764678921106
facial_age_estimation,Facial age estimation,total_annual_cost,17,method,catastrophic_exposure_fraction,methods.facial_age_estimation.catastrophic_exposure_fraction,0.001996256742558503,0.001996256742558503
facial_age_estimation,Facial age estimation,total_annual_cost,18,method,higher_friction_abandonment_multiplier,methods.facial_age_estimation.higher_friction_abandonment_multiplier,-0.001880721552080289,0.001880721552080289
facial_age_estimation,Facial age estimation,total_annual_cost,19,method,record_retention_years,methods.facial_age_estimation.record_retention_years,-0.0016501214389320487,0.0016501214389320487
facial_age_estimation,Facial age estimation,total_annual_cost,20,method,centralized_record_fraction,methods.facial_age_estimation.centralized_record_fraction,0.0014461435979544574,0.0014461435979544574
facial_age_estimation,Facial age estimation,total_annual_cost,21,method,catastrophic_breach_probability,methods.facial_age_estimation.catastrophic_breach_probability,-0.0011380568008072228,0.0011380568008072228
facial_age_estimation,Facial age estimation,total_annual_cost,22,method,minor_circumvention_rate,methods.facial_age_estimation.minor_circumvention_rate,-0.0010879702737151883,0.0010879702737151883
facial_age_estimation,Facial age estimation,total_annual_cost,23,method,minor_substitution_rate,methods.facial_age_estimation.minor_substitution_rate,0.0006241918421376768,0.0006241918421376768
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,1,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.7006561266987266,0.7006561266987266
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,2,scenario,minor_share,scenario.minor_share,0.47268079467220836,0.47268079467220836
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,3,method,minor_circumvention_rate,methods.reusable_age_token.minor_circumvention_rate,-0.4720660252042505,0.4720660252042505
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,4,method,minor_detection_rate,methods.reusable_age_token.minor_detection_rate,0.13635940228772778,0.13635940228772778
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,5,method,higher_friction_abandonment_multiplier,methods.reusable_age_token.higher_friction_abandonment_multiplier,0.007190128176380052,0.007190128176380052
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,6,method,biometric_scans_per_identity_proof,methods.reusable_age_token.biometric_scans_per_identity_proof,-0.005898855050359543,0.005898855050359543
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,7,method,identity_proofing_rate,methods.reusable_age_token.identity_proofing_rate,0.005681002842112401,0.005681002842112401
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,8,method,record_retention_years,methods.reusable_age_token.record_retention_years,-0.005649055681011622,0.005649055681011622
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,9,method,fixed_annual_cost,methods.reusable_age_token.fixed_annual_cost,-0.0055939413973735775,0.0055939413973735775
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,10,method,variable_cost_per_check,methods.reusable_age_token.variable_cost_per_check,-0.005184201688569681,0.005184201688569681
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,11,method,adult_false_rejection_rate,methods.reusable_age_token.adult_false_rejection_rate,-0.005139369334407748,0.005139369334407748
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,12,method,transient_images_per_identity_proof,methods.reusable_age_token.transient_images_per_identity_proof,-0.0045777425542150975,0.0045777425542150975
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,13,method,records_per_identity_proof,methods.reusable_age_token.records_per_identity_proof,0.003884429571665772,0.003884429571665772
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,14,method,verification_check_rate,methods.reusable_age_token.verification_check_rate,-0.0036641523468736613,0.0036641523468736613
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,15,method,centralized_record_fraction,methods.reusable_age_token.centralized_record_fraction,0.0024051905524820768,0.0024051905524820768
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,16,method,catastrophic_exposure_fraction,methods.reusable_age_token.catastrophic_exposure_fraction,-0.001357312401374925,0.001357312401374925
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,17,method,third_party_disclosures_per_identity_proof,methods.reusable_age_token.third_party_disclosures_per_identity_proof,0.0012682174158032869,0.0012682174158032869
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,18,method,variable_cost_per_identity_proof,methods.reusable_age_token.variable_cost_per_identity_proof,0.0010711844524284738,0.0010711844524284738
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,19,method,age_assertions_per_check,methods.reusable_age_token.age_assertions_per_check,-0.0009335000492054,0.0009335000492054
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,20,method,higher_friction_false_rejection_multiplier,methods.reusable_age_token.higher_friction_false_rejection_multiplier,0.0007378689742151476,0.0007378689742151476
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,21,method,adult_abandonment_rate,methods.reusable_age_token.adult_abandonment_rate,0.0006598576422479431,0.0006598576422479431
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,22,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.0006293509718037404,0.0006293509718037404
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,23,method,catastrophic_breach_probability,methods.reusable_age_token.catastrophic_breach_probability,-0.00028592108315436844,0.00028592108315436844
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,24,method,annual_breach_probability,methods.reusable_age_token.annual_breach_probability,0.00022651140009060454,0.00022651140009060454
reusable_age_token,Reusable third-party age token,minor_purchases_prevented,25,method,minor_substitution_rate,methods.reusable_age_token.minor_substitution_rate,4.059394494423758e-05,4.059394494423758e-05
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,1,method,minor_substitution_rate,methods.reusable_age_token.minor_substitution_rate,-0.725544767061322,0.725544767061322
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,2,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.46321025997408416,0.46321025997408416
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,3,method,minor_circumvention_rate,methods.reusable_age_token.minor_circumvention_rate,-0.31607659437033464,0.31607659437033464
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,4,scenario,minor_share,scenario.minor_share,0.3150808346208804,0.3150808346208804
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,5,method,minor_detection_rate,methods.reusable_age_token.minor_detection_rate,0.09634770619885909,0.09634770619885909
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,6,method,biometric_scans_per_identity_proof,methods.reusable_age_token.biometric_scans_per_identity_proof,-0.008163055212769223,0.008163055212769223
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,7,method,higher_friction_false_rejection_multiplier,methods.reusable_age_token.higher_friction_false_rejection_multiplier,-0.006926249658898501,0.006926249658898501
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,8,method,identity_proofing_rate,methods.reusable_age_token.identity_proofing_rate,0.006923169947121268,0.006923169947121268
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,9,method,fixed_annual_cost,methods.reusable_age_token.fixed_annual_cost,-0.006868576530683432,0.006868576530683432
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,10,method,adult_false_rejection_rate,methods.reusable_age_token.adult_false_rejection_rate,-0.0055905530291802214,0.0055905530291802214
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,11,method,verification_check_rate,methods.reusable_age_token.verification_check_rate,-0.005483894613969558,0.005483894613969558
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,12,method,variable_cost_per_check,methods.reusable_age_token.variable_cost_per_check,-0.004243669683329469,0.004243669683329469
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,13,method,catastrophic_exposure_fraction,methods.reusable_age_token.catastrophic_exposure_fraction,0.003970477230676192,0.003970477230676192
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,14,method,annual_breach_probability,methods.reusable_age_token.annual_breach_probability,0.003946028677290412,0.003946028677290412
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,15,method,third_party_disclosures_per_identity_proof,methods.reusable_age_token.third_party_disclosures_per_identity_proof,0.003925518238594207,0.003925518238594207
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,16,method,higher_friction_abandonment_multiplier,methods.reusable_age_token.higher_friction_abandonment_multiplier,0.0031463392449705358,0.0031463392449705358
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,17,method,records_per_identity_proof,methods.reusable_age_token.records_per_identity_proof,0.00308040024401616,0.00308040024401616
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,18,method,transient_images_per_identity_proof,methods.reusable_age_token.transient_images_per_identity_proof,0.0023624788187369917,0.0023624788187369917
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,19,method,centralized_record_fraction,methods.reusable_age_token.centralized_record_fraction,-0.001721337304816535,0.001721337304816535
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,20,method,age_assertions_per_check,methods.reusable_age_token.age_assertions_per_check,0.001691047370884419,0.001691047370884419
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,21,method,catastrophic_breach_probability,methods.reusable_age_token.catastrophic_breach_probability,-0.0015364705326145884,0.0015364705326145884
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,22,method,adult_abandonment_rate,methods.reusable_age_token.adult_abandonment_rate,-0.0012316886999166755,0.0012316886999166755
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,23,method,record_retention_years,methods.reusable_age_token.record_retention_years,-0.0010886811584194726,0.0010886811584194726
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,24,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.0010553254455741303,0.0010553254455741303
reusable_age_token,Reusable third-party age token,minor_consumption_prevented,25,method,variable_cost_per_identity_proof,methods.reusable_age_token.variable_cost_per_identity_proof,0.0004873703182109482,0.0004873703182109482
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,1,method,adult_abandonment_rate,methods.reusable_age_token.adult_abandonment_rate,0.8025277409772351,0.8025277409772351
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,2,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.41362468367408994,0.41362468367408994
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,3,method,adult_false_rejection_rate,methods.reusable_age_token.adult_false_rejection_rate,0.3431690403932037,0.3431690403932037
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,4,method,higher_friction_abandonment_multiplier,methods.reusable_age_token.higher_friction_abandonment_multiplier,0.11171836868395137,0.11171836868395137
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,5,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.10403298074586921,0.10403298074586921
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,6,scenario,minor_share,scenario.minor_share,-0.055007196991602884,0.055007196991602884
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,7,method,higher_friction_false_rejection_multiplier,methods.reusable_age_token.higher_friction_false_rejection_multiplier,0.05227933088609574,0.05227933088609574
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,8,method,minor_circumvention_rate,methods.reusable_age_token.minor_circumvention_rate,0.007971538785332617,0.007971538785332617
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,9,method,catastrophic_breach_probability,methods.reusable_age_token.catastrophic_breach_probability,-0.007933217561093288,0.007933217561093288
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,10,method,variable_cost_per_identity_proof,methods.reusable_age_token.variable_cost_per_identity_proof,0.006572235376932895,0.006572235376932895
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,11,method,records_per_identity_proof,methods.reusable_age_token.records_per_identity_proof,0.00599072284943629,0.00599072284943629
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,12,method,centralized_record_fraction,methods.reusable_age_token.centralized_record_fraction,0.005761933295136774,0.005761933295136774
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,13,method,third_party_disclosures_per_identity_proof,methods.reusable_age_token.third_party_disclosures_per_identity_proof,0.004540008610744004,0.004540008610744004
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,14,method,minor_substitution_rate,methods.reusable_age_token.minor_substitution_rate,0.0036204560043921826,0.0036204560043921826
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,15,method,minor_detection_rate,methods.reusable_age_token.minor_detection_rate,-0.003573792417493517,0.003573792417493517
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,16,method,identity_proofing_rate,methods.reusable_age_token.identity_proofing_rate,-0.0034264790384905923,0.0034264790384905923
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,17,method,biometric_scans_per_identity_proof,methods.reusable_age_token.biometric_scans_per_identity_proof,-0.0016698684511639477,0.0016698684511639477
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,18,method,transient_images_per_identity_proof,methods.reusable_age_token.transient_images_per_identity_proof,-0.0014177105103270842,0.0014177105103270842
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,19,method,variable_cost_per_check,methods.reusable_age_token.variable_cost_per_check,-0.0012438278557615314,0.0012438278557615314
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,20,method,verification_check_rate,methods.reusable_age_token.verification_check_rate,0.0011506609210362646,0.0011506609210362646
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,21,method,fixed_annual_cost,methods.reusable_age_token.fixed_annual_cost,-0.0010312390426844957,0.0010312390426844957
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,22,method,annual_breach_probability,methods.reusable_age_token.annual_breach_probability,0.0009724573011889831,0.0009724573011889831
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,23,method,catastrophic_exposure_fraction,methods.reusable_age_token.catastrophic_exposure_fraction,0.0007125862918050346,0.0007125862918050346
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,24,method,record_retention_years,methods.reusable_age_token.record_retention_years,0.0005723731302129493,0.0005723731302129493
reusable_age_token,Reusable third-party age token,adult_adverse_outcomes,25,method,age_assertions_per_check,methods.reusable_age_token.age_assertions_per_check,4.707962171483185e-05,4.707962171483185e-05
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,1,method,adult_abandonment_rate,methods.reusable_age_token.adult_abandonment_rate,0.6007210370225284,0.6007210370225284
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,2,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.500677580670831,0.500677580670831
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,3,method,higher_friction_abandonment_multiplier,methods.reusable_age_token.higher_friction_abandonment_multiplier,0.3422832742242414,0.3422832742242414
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,4,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.3321163723611666,0.3321163723611666
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,5,method,adult_false_rejection_rate,methods.reusable_age_token.adult_false_rejection_rate,0.2661780664346952,0.2661780664346952
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,6,method,higher_friction_false_rejection_multiplier,methods.reusable_age_token.higher_friction_false_rejection_multiplier,0.1515327406947251,0.1515327406947251
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,7,scenario,minor_share,scenario.minor_share,-0.04182493074021798,0.04182493074021798
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,8,method,third_party_disclosures_per_identity_proof,methods.reusable_age_token.third_party_disclosures_per_identity_proof,0.00842272116432909,0.00842272116432909
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,9,method,catastrophic_breach_probability,methods.reusable_age_token.catastrophic_breach_probability,-0.007395053503278022,0.007395053503278022
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,10,method,variable_cost_per_identity_proof,methods.reusable_age_token.variable_cost_per_identity_proof,0.006744858431337944,0.006744858431337944
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,11,method,records_per_identity_proof,methods.reusable_age_token.records_per_identity_proof,0.005977719280023089,0.005977719280023089
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,12,method,centralized_record_fraction,methods.reusable_age_token.centralized_record_fraction,0.00479789691638316,0.00479789691638316
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,13,method,record_retention_years,methods.reusable_age_token.record_retention_years,0.004719552462303821,0.004719552462303821
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,14,method,minor_substitution_rate,methods.reusable_age_token.minor_substitution_rate,0.003084668318289868,0.003084668318289868
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,15,method,fixed_annual_cost,methods.reusable_age_token.fixed_annual_cost,-0.003070316945932127,0.003070316945932127
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,16,method,minor_circumvention_rate,methods.reusable_age_token.minor_circumvention_rate,0.0030547760892219106,0.0030547760892219106
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,17,method,age_assertions_per_check,methods.reusable_age_token.age_assertions_per_check,0.0029023513691609406,0.0029023513691609406
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,18,method,annual_breach_probability,methods.reusable_age_token.annual_breach_probability,0.00286442464847377,0.00286442464847377
reusable_age_token,Reusable third-party age token,higher_friction_adult_adverse_outcomes,19,method,verification_check_rate,methods.reusable_age_token.verification_check_rate,-0.002787555271643022,0.002787555271643022
